TOMO 03 — BESTIARIO, NPC Y COMPAÑEROS

Fuente operativa de enemigos, criaturas, NPC, compañeros y amenazas.

Edición 5.1 — Versión refinada para lectura de libro

Nota editorial: esta versión conserva la información útil de las iteraciones anteriores, unifica fichas heredadas bajo IDs maestros y retira del cuerpo principal títulos técnicos repetidos, separadores visuales y marcas internas de trabajo. Las fuentes, alias y notas de trazabilidad no se pierden: se conservan en apéndice cuando corresponde.
## Balance final de amenazas

### Prueba matemática de mesa
Antes de cambiar una ficha, probarla contra tres armas de su etapa: una débil, una estándar y una fuerte. Si la amenaza muere antes o después de la duración ideal, marcar la ficha para balance en vez de corregirla de forma destructiva.

| Resultado de prueba | Acción editorial |
|---|---|
| muere demasiado rápido | revisar PV, defensa, cantidad o cobertura |
| dura demasiado | revisar PV, DR/ER/RR, debilidad o daño mínimo |
| no amenaza al grupo | revisar daño, táctica o número |
| elimina al grupo sin margen | revisar daño, AP, cantidad o telegráfico narrativo |

### Escalado por jugadores
1 jugador usa el mínimo de enemigos. 2 jugadores usan cantidad base. 3 jugadores agregan menores o cobertura. 4 jugadores agregan oleadas, líder o presión de objetivo. No duplicar jefes salvo escena final.

TOMO 03 — BESTIARIO: BALANCE Y ESCALADO DE COMBATE

1. DURACION ESPERADA POR AMENAZA
| Amenaza | Rol | Duracion ideal |
|---:|---|---|
| 1-2 | plaga, fauna menor, enemigo ambiental | 1-2 turnos |
| 3-4 | saqueador, robot basico, criatura comun | 2-3 turnos |
| 5-6 | enemigo tactico, supermutante, synth fuerte | 3-5 turnos |
| 7-8 | elite, jefe menor, criatura apex local | 5-7 turnos |
| 9-10 | jefe de escena o amenaza final | escena completa |

2. LECTURA DE AP EN ENEMIGOS
AP en fichas de enemigo significa Puntos de Accion tacticos del enemigo. Si una mesa quiere simplificar:
- AP bajo: 1 accion + movimiento corto.
- AP medio: 1 accion + movimiento normal + reaccion simple.
- AP alto: 2 acciones o accion fuerte + movimiento.

3. ESCALADO POR NUMERO DE JUGADORES
- No duplicar elites automaticamente.
- Primero aumentar enemigos menores.
- Segundo agregar cobertura, alarma o refuerzo.
- Tercero mejorar posicion tactica.
- Solo aumentar PV si la escena debe ser jefe o amenaza final.

4. MARCAS DE BALANCE
Si una ficha no cumple duracion esperada, no se modifica de inmediato. Se marca:
REQUIERE_BALANCE_PV, REQUIERE_BALANCE_DANO, REQUIERE_BALANCE_DEFENSA o REQUIERE_BALANCE_AMENAZA.


Resultado de auditoría:
- No se modifican PV, AP, DR, ER, RR, daño ni amenaza existentes.
- Cualquier cambio numérico futuro debe pasar por prueba de 3 rondas: inicio, medio y alto.
- Enemigos con PV alto y amenaza baja quedan marcados para revisión contextual: pueden ser pasivos, ambientales o resistentes pero poco letales.
- Enemigos con daño alto y AP alto deben revisarse contra armaduras del Tomo 05 para evitar muerte súbita.
- Regla de seguridad: ningún enemigo normal debería requerir más de 6-8 impactos medios salvo jefe, criatura apex, servoarmadura, robot pesado o escena final.
- Información eliminada: 0.

Criterio aplicado:
- No se cambian valores de PV, AP, daño, DR, ER ni RR en fichas existentes.
- La simulación se agrega como capa de auditoría para decidir ajustes posteriores sin destruir datos.
- AP sigue significando Puntos de Acción.
- Fórmula provisional de test: mitigación por tramo de defensa + daño mínimo táctico. No reemplaza Tomo 01; sirve para detectar bloqueos.

### Distribución real detectada en los tomos
| Métrica | Muestras | P10 | P25 | P50 | P75 | P90 |
|---|---:|---:|---:|---:|---:|---:|
| PV enemigos Tomo 03 | 213 | 85.0 | 210.0 | 500.0 | 1000.0 | 1800.0 |
| DR enemigos Tomo 03 | 213 | 15.0 | 45.0 | 95.0 | 180.0 | 260.0 |
| ER enemigos Tomo 03 | 213 | 5.0 | 35.0 | 80.0 | 140.0 | 208.0 |
| Amenaza enemigos Tomo 03 | 213 | 1.1 | 1.5 | 2.2 | 3.1 | 4.2 |
| Daño base armas Tomo 04 | 106 | 22.0 | 28.0 | 45.0 | 55.0 | 150.0 |
| Coste AP armas Tomo 04 | 99 | 20.0 | 25.0 | 28.0 | 35.0 | 42.0 |
| DR armaduras Tomo 05 | 293 | 0.0 | 5.0 | 35.0 | 35.0 | 35.0 |
| ER armaduras Tomo 05 | 293 | 0.0 | 5.0 | 35.0 | 35.0 | 35.0 |

### Fórmula de test usada en esta simulación
- Defensa 0–25: reduce 0 daño.
- Defensa 26–75: reduce 5 daño.
- Defensa 76–150: reduce 10 daño.
- Defensa 151–250: reduce 20 daño.
- Defensa 251–400: reduce 35 daño.
- Defensa 401+: reduce 50 daño.
- Si el arma puede afectar al objetivo pero el cálculo baja a 0, usar daño mínimo táctico: máximo entre 1 y 10% del daño base.
- Rondas de referencia: se calcula con presupuesto abstracto de 100 AP tácticos para comparar armas; no sustituye la economía oficial del Tomo 01.

### Resultado de simulación representativa
| Arma | Enemigo | Amenaza | PV | DR/ER | Daño efectivo | Impactos | Rondas ref. | Estado |
Descripción:
  - Unidad esquelética básica del Instituto. En términos de juego, destaca por PV 120, defensa física 35, defensa energética 70 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 120
  - AP: 55
  - DR: 35
  - ER: 70
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 8/10
  - Amenaza: 1.5/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 25 por impacto o acción.
- Daño a distancia 1: Institute pistol 35 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Pulse.
  - Debilidad 2: energía.
  - Debilidad 3: disparos a torso.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-071
Nombre: Synth Gen 2
Grupo operativo: Synths / coursers
Categoría: Synth

Descripción:
  - Unidad más avanzada con cubierta sintética simple. En términos de juego, destaca por PV 260, defensa física 70, defensa energética 130 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 260
  - AP: 70
  - DR: 70
  - ER: 130
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 8/10
  - Amenaza: 1.8/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 45 por impacto o acción.
- Daño a distancia 1: Institute rifle 70 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Pulse.
  - Debilidad 2: plasma.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-146
Nombre: Synth Gen 3 civil
Grupo operativo: Synths / coursers
Categoría: Synth humanoide

Descripción:
  - Synth de tercera generacion con apariencia humana civil. En términos de juego, destaca por PV 250-600, defensa física 40-100, defensa energética 60-140 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 250-600
  - AP: 70
  - DR: 40-100
  - ER: 60-140
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 2.1/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 30 por impacto o acción.
- Daño a distancia 1: Arma civil/ref 60 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Detectar por historia o botin synth.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-147
Nombre: Synth infiltrado
Grupo operativo: Synths / coursers
Categoría: Synth humanoide

Descripción:
  - Synth enviado para reemplazo o infiltracion. En términos de juego, destaca por PV 400-800, defensa física 70-140, defensa energética 100-180 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 400-800
  - AP: 80
  - DR: 70-140
  - ER: 100-180
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 8/10
  - Amenaza: 2.7/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 50 por impacto o acción.
- Daño a distancia 1: Arma 120 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Dialogo.
  - Debilidad 2: VATS.
  - Debilidad 3: botin componente.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-072
Nombre: Synth Leader
Grupo operativo: Synths / coursers
Categoría: Synth

Descripción:
  - Synth de mando con mejores armas. En términos de juego, destaca por PV 500, defensa física 110, defensa energética 180 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 500
  - AP: 85
  - DR: 110
  - ER: 180
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 8/10
  - Amenaza: 2.2/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 70 por impacto o acción.
- Daño a distancia 1: Institute rifle 120 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Críticos.
  - Debilidad 2: explosivos.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-148
Nombre: Synth seeker
Grupo operativo: Synths / coursers
Categoría: Synth

Descripción:
  - Variante buscadora del Instituto. En términos de juego, destaca por PV 450-900, defensa física 90-160, defensa energética 130-220 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 450-900
  - AP: 85
  - DR: 90-160
  - ER: 130-220
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 8/10
  - Amenaza: 2.7/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 70 por impacto o acción.
- Daño a distancia 1: Institute rifle 160 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Pulse.
  - Debilidad 2: cover.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-149
Nombre: Synth stormer
Grupo operativo: Synths / coursers
Categoría: Synth

Descripción:
  - Variante de asalto fuerte. En términos de juego, destaca por PV 650-1200, defensa física 120-210, defensa energética 170-260 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 650-1200
  - AP: 95
  - DR: 120-210
  - ER: 170-260
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 8/10
  - Amenaza: 3.1/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 90 por impacto o acción.
- Daño a distancia 1: Institute rifle 220 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Explosivos.
  - Debilidad 2: plasma.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-073
Nombre: Synth Strider
Grupo operativo: Synths / coursers
Categoría: Synth

Descripción:
  - Variante de patrulla rápida. En términos de juego, destaca por PV 320, defensa física 80, defensa energética 140 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 320
  - AP: 80
  - DR: 80
  - ER: 140
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 8/10
  - Amenaza: 2.0/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 55 por impacto o acción.
- Daño a distancia 1: Institute pistol/rifle 90 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Mines.
  - Debilidad 2: VATS.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-322
Nombre: Synths
Grupo operativo: Synths / coursers
Categoría: - Tropas Institute

Descripción:
  - Ficha existente normalizada desde el tomo base.

Estadísticas:
  - PV: 80-900
  - AP: 70-130
  - DR: 20-180
  - ER: 40-240
  - RR: 0
  - Velocidad: 5-8/10
  - Percepción: 6-9/10
  - Amenaza: - Baja, media, alta o peligrosa según variante, número y terreno.

Ataques / daño:
  - Ataques separados pendientes de revisión fina.

Botín / equipo:
  - Synth components, armas Institute

Debilidades:
  - Energía, críticos, cobertura
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-157
Nombre: Timothy
Grupo operativo: Synths / coursers
Categoría: Synth nombrado

Descripción:
  - Synth/humano de encuentro narrativo. En términos de juego, destaca por PV 250-600, defensa física 40-100, defensa energética 60-140 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 250-600
  - AP: 70
  - DR: 40-100
  - ER: 60-140
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 2.0/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 40 por impacto o acción.
- Daño a distancia 1: Arma civil/ref 80 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Resolver por dialogo.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-151
Nombre: X4-18
Grupo operativo: Synths / coursers
Categoría: Synth nombrado

Descripción:
  - Synth con designacion individual del Instituto. En términos de juego, destaca por PV 800-1300, defensa física 140-240, defensa energética 200-300 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 800-1300
  - AP: 100
  - DR: 140-240
  - ER: 200-300
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 8/10
  - Amenaza: 3.4/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 100 por impacto o acción.
- Daño a distancia 1: Rifle Instituto 240 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Pulse.
  - Debilidad 2: VATS.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-152
Nombre: X9-27
Grupo operativo: Synths / coursers
Categoría: Synth nombrado

Descripción:
  - Synth designado para operaciones especiales. En términos de juego, destaca por PV 850-1400, defensa física 150-250, defensa energética 210-320 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 850-1400
  - AP: 100
  - DR: 150-250
  - ER: 210-320
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 8/10
  - Amenaza: 3.5/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 110 por impacto o acción.
- Daño a distancia 1: Rifle Instituto 250 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Explosivos.
  - Debilidad 2: pulse.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-158
Nombre: Y9-15
Grupo operativo: Synths / coursers
Categoría: Synth nombrado

Descripción:
  - Synth individual del Instituto. En términos de juego, destaca por PV 550-1000, defensa física 100-180, defensa energética 150-240 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 550-1000
  - AP: 85
  - DR: 100-180
  - ER: 150-240
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 2.7/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 80 por impacto o acción.
- Daño a distancia 1: Rifle Instituto 180 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Pulse.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-076
Nombre: Z2-47
Grupo operativo: Synths / coursers
Categoría: Courser único

Descripción:
  - Courser objetivo de misión principal. En términos de juego, destaca por PV 1400, defensa física 200, defensa energética 280 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 1400
  - AP: 125
  - DR: 200
  - ER: 280
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 8/10
  - Amenaza: 3.3/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 130 por impacto o acción.
- Daño a distancia 1: Institute rifle 250 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Explosivos.
  - Debilidad 2: minas.
  - Debilidad 3: crítico.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-159
Nombre: Z3-22
Grupo operativo: Synths / coursers
Categoría: Synth nombrado

Descripción:
  - Synth individual del Instituto/Ferrocarril. En términos de juego, destaca por PV 550-1000, defensa física 100-180, defensa energética 150-240 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 550-1000
  - AP: 85
  - DR: 100-180
  - ER: 150-240
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 2.7/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 80 por impacto o acción.
- Daño a distancia 1: Rifle Instituto 180 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Pulse.


## COMPAÑEROS Y ALIADOS RECLUTABLES

---
COMPAÑEROS YA PRESENTES EN EL ATLAS BASE
---
Nombre: Codsworth
Categoría: Compañero robot
Facción/Grupo: Independiente / familia del protagonista
Rol narrativo: Mayordomo robótico, memoria viva del hogar prebélico y apoyo temprano.

Descripción narrativa:
Codsworth es el eco doméstico del mundo perdido. Su valor narrativo está en haber esperado dos siglos entre
ruinas. En combate es un robot ligero de corto alcance, útil al inicio, con sierra y fuego si se modifica

Estadísticas cuantificables:
  - SPECIAL calculado: S 6 / P 6 / E 7 / C 5 / I 6 / A 5 / L 5
  - PV: 500-1400
  - AP: 80
  - DR: 80-180
  - ER: 120-260
  - RR: 0
  - Velocidad: 6/10
  - Percepción: 6/10
  - Sigilo: 3/10
  - Amenaza: Media

Equipo separado con referencia rápida:
  - Arma natural: sierra de brazo; daño físico 50-120 por contacto.
  - Arma secundaria: lanzallamas integrado si disponible; daño de fuego 25-80 por segundo; no usa munición convencional.
  - Chasis: Mr. Handy; Protección corporal 35-70/100 según piezas robóticas.
  - Munición: no usa.

Comportamiento, acciones buenas y malas:
  - Acción buena: ayudar inocentes; afinidad positiva.
  - Acción buena: resolver conflictos de forma humana; afinidad positiva.
  - Acción mala: robar, asesinar inocentes o actuar como saqueador; afinidad negativa.

Afinidad / amistad:
  - Sube con conducta amable y civilizada.
  - Baja con crimen y crueldad.

Habilidad o perk ganado al máximo de afinidad:
  - Perk: Robot Sympathy; efecto medible: mejora resistencia contra daño de energía de robots en aproximadamente +10 resistencia situacional.

Habilidades separadas y medibles:
  - Sierra de contacto: 50-120 daño físico.
  - Lanzallamas: 25-80 daño de fuego por segundo en cono corto.
  - Chasis flotante: mantiene movilidad 6/10.

Debilidades separadas y medibles:
  - Corto alcance: debe acercarse para usar sierra/fuego.
  - Vulnerable a pulso: daño tecnológico supera su blindaje.
  - Daño limitado contra enemigos pesados sin modificaciones.

Botín detallado:
  - No recomendado destruirlo.
  - Si se destruye: acero x5-15, circuitería x1-4, aceite x1-3 y componentes robóticos.
  - Sin munición convencional.

Notas de uso:
  - Compañero ideal para inicio y rol nostálgico.
---
## [COMPAÑERO / NPC ESPECIAL CONSOLIDADO - SIN ID OPERATIVO]

Nombre: Dogmeat
Categoría: Compañero animal
Facción/Grupo: Independiente
Rol narrativo: Perro compañero, rastreador y apoyo táctico/emocional.

Descripción narrativa:
Dogmeat representa lealtad sin ideología. No juzga facciones ni rutas políticas. En combate controla enemigos,
detecta amenazas y compra segundos valiosos para el jugador.

Estadísticas cuantificables:
  - SPECIAL calculado: S 4 / P 8 / E 5 / C 3 / I 2 / A 8 / L 6
  - PV: 300-700
  - AP: 80
  - DR: 20-80
  - ER: 10-50
  - RR: 0-50
  - Velocidad: 8/10
  - Percepción: 8/10
  - Sigilo: 6/10
  - Amenaza: Media

Equipo separado con referencia rápida:
  - Arma natural: mordida; daño físico 30-90 por ataque.
  - Armadura canina ligera: Protección 5-15/100 si se equipa.
  - Armadura canina media/pesada: Protección 15-35/100 si se equipa.
  - Accesorios: collar, pañuelo, goggles; valor 5-30 chapas.
  - Munición: no usa.

Comportamiento, acciones buenas y malas:
  - No usa afinidad moral tradicional.
  - Busca enemigos, distrae, muerde y puede sujetar.
  - No penaliza rutas criminales o facciones.

Afinidad / amistad:
  - No tiene afinidad tradicional.
  - No se bloquea por decisiones morales.

Habilidad o perk ganado al máximo de afinidad:
  - No otorga perk estándar. Sinergia: Attack Dog; efecto medible: mejora control, daño o inmovilización según rango.

Habilidades separadas y medibles:
  - Mordida de control: 30-90 daño físico y posible interrupción breve.
  - Detección: Percepción 8/10.
  - Inmovilización: abre ventana de 1-3 segundos para disparar.

Debilidades separadas y medibles:
  - Sin ataque a distancia.
  - Vulnerable a explosivos.

Botín detallado:
  - No recomendado.
  - Accesorios equipados si el sistema permite recuperarlos.
  - Sin munición ni botín normal.

Notas de uso:
  - Excelente para exploración libre.
---
## [COMPAÑERO / NPC ESPECIAL CONSOLIDADO - SIN ID OPERATIVO]

Nombre: Preston Garvey
Categoría: Compañero / líder Minutemen
Facción/Grupo: Minutemen
Rol narrativo: Miliciano, líder moral de reconstrucción y dador de misiones de asentamientos.

Descripción narrativa:
Preston es la posibilidad de reconstruir la Commonwealth desde sus granjas y caminos. Como compañero no es el
más letal, pero es clave para una campaña de reconstrucción y defensa civil.

Estadísticas cuantificables:
  - SPECIAL calculado: S 5 / P 7 / E 6 / C 7 / I 5 / A 6 / L 5
  - PV: 500-900
  - AP: 90
  - DR: 60-120
  - ER: 40-90
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 7/10
  - Sigilo: 4/10
  - Amenaza: Media alta

Equipo separado con referencia rápida:
  - Arma principal: Mosquete láser; daño energético 60-150 por disparo cargado; munición Fusion Cell x30-90.
  - Arma secundaria: cualquier arma entregada por el jugador.
  - Ropa: atuendo Minutemen; Protección 5-15/100.
  - Sombrero Minutemen: Protección 1-5/100; valor narrativo de facción.

Comportamiento, acciones buenas y malas:
  - Acción buena: ayudar asentamientos; sube afinidad.
  - Acción buena: proteger inocentes; sube afinidad.
  - Acción mala: robar, extorsionar o matar civiles; baja afinidad.

Afinidad / amistad:
  - Sube con ayuda comunitaria, generosidad y defensa de colonos.
  - Baja con crimen, crueldad y rutas raider.

Habilidad o perk ganado al máximo de afinidad:
  - Perk: United We Stand; efecto medible: mejora daño y resistencia cuando enfrentas tres o más enemigos.

Habilidades separadas y medibles:
  - Disparo cargado: 60-150 daño energético.
  - Cadena Minutemen: desbloquea asentamientos y artillería.
  - Apoyo medio: daño estable a distancia, baja cadencia.

Debilidades separadas y medibles:
  - Cadencia baja: vulnerable a enemigos rápidos.
  - Baja armadura sin equipo adicional.
  - Conflicto con ruta raider.

Botín detallado:
  - Mosquete láser si hostil por condiciones especiales.
  - Fusion Cell x30-90.
  - Atuendo Minutemen y sombrero.

Notas de uso:
  - Central para campañas de reconstrucción.
---
## [COMPAÑERO / NPC ESPECIAL CONSOLIDADO - SIN ID OPERATIVO]

Nombre: Piper Wright
Categoría: Compañera / periodista
Facción/Grupo: Diamond City / Publick Occurrences
Rol narrativo: Periodista, investigadora y contrapoder urbano.

Descripción narrativa:
Piper es la voz incómoda de Diamond City. Su arma real no es la pistola, sino su insistencia en publicar lo que
otros quieren ocultar.

Estadísticas cuantificables:
  - SPECIAL calculado: S 4 / P 8 / E 5 / C 8 / I 6 / A 7 / L 6
  - PV: 450-800
  - AP: 100
  - DR: 30-80
  - ER: 20-60
  - RR: 0
  - Velocidad: 6/10
  - Percepción: 8/10
  - Sigilo: 5/10
  - Amenaza: Media

Equipo separado con referencia rápida:
  - Arma principal: Pistola 10mm; daño físico 25-70; munición 10mm x40-120.
  - Arma secundaria: cualquier arma entregada por el jugador.
  - Ropa: Piper's Outfit; Protección 3-10/100.
  - Munición de botín si hostil: 10mm x20-60.

Comportamiento, acciones buenas y malas:
  - Acción buena: ayudar inocentes; sube afinidad.
  - Acción buena: decir la verdad o investigar abusos; sube afinidad.
  - Acción mala: robar, extorsionar o actuar cruelmente; baja afinidad.

Afinidad / amistad:
  - Sube con honestidad, ayuda social e investigación.
  - Baja con acciones criminales y crueldad.

Habilidad o perk ganado al máximo de afinidad:
  - Perk: Gift of Gab; efecto medible: experiencia adicional por descubrir ubicaciones y superar persuasiones.

Habilidades separadas y medibles:
  - Disparo de apoyo: 25-70 daño físico.
  - Investigación periodística: desbloquea contexto social y diálogo.

Debilidades separadas y medibles:
  - Baja protección: no es tanque.
  - Daño bajo contra robots o armadura pesada.
  - Rechaza conducta criminal.

Botín detallado:
  - Pistola 10mm si hostil.
  - Munición 10mm x20-60.
  - Piper's Outfit.

Notas de uso:
  - Ideal para rol de investigador urbano.
---
## [COMPAÑERO / NPC ESPECIAL CONSOLIDADO - SIN ID OPERATIVO]

Nombre: Nick Valentine
Categoría: Compañero / detective synth
Facción/Grupo: Agencia Valentine / Diamond City
Rol narrativo: Detective synth, memoria noir y eje de investigación.

Descripción narrativa:
Nick une identidad, memoria y justicia. Su cuerpo es sintético, pero su ética es profundamente humana. En Far

Estadísticas cuantificables:
  - SPECIAL calculado: S 5 / P 8 / E 6 / C 7 / I 8 / A 5 / L 5
  - PV: 550-950
  - AP: 90
  - DR: 60-120
  - ER: 80-160
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 8/10
  - Sigilo: 5/10
  - Amenaza: Medio alto

Equipo separado con referencia rápida:
  - Arma principal: Pipe Revolver; daño físico 40-100; munición .45 x30-90.
  - Arma secundaria: cualquier arma entregada por el jugador.
  - Ropa: Detective Outfit; Protección 5-15/100.
  - Componente synth: no recomendado como botín narrativo.

Comportamiento, acciones buenas y malas:
  - Acción buena: resolver misterios y ayudar víctimas; sube afinidad.
  - Acción buena: hackear/buscar verdad; sube afinidad según contexto.
  - Acción mala: crueldad gratuita; baja afinidad.

Afinidad / amistad:
  - Sube con justicia, investigación y empatía.
  - Baja con crueldad y abuso.

Habilidad o perk ganado al máximo de afinidad:
  - Perk: Close to Metal; efecto medible: intentos adicionales de hackeo y menor bloqueo de terminales.

Habilidades separadas y medibles:
  - Disparo de apoyo: 40-100 daño físico.
  - Análisis detectivesco: mejora lectura de pistas.
  - Resistencia synth: ER superior a humano civil.

Debilidades separadas y medibles:
  - No es tanque.
  - Daño moderado sin arma mejorada.
  - Puede ser blanco de prejuicio anti-synth.

Botín detallado:
  - Pipe Revolver si hostil.
  - Munición .45 x20-60.
  - Detective Outfit.
  - Componente synth según condiciones, no recomendado.

Notas de uso:
