TOMO 09 — COLECCIONABLES

Cabezones, revistas, holocintas, notas, llaves, terminales y objetos únicos.

Edición 5.1 — Versión refinada para lectura de libro

Nota editorial: esta versión conserva la información útil de las iteraciones anteriores, unifica fichas heredadas bajo IDs maestros y retira del cuerpo principal títulos técnicos repetidos, separadores visuales y marcas internas de trabajo. Las fuentes, alias y notas de trazabilidad no se pierden: se conservan en apéndice cuando corresponde.
## Validación final de coleccionables

Los coleccionables se publican con tres estados posibles: validado, operativo de mesa o pendiente de validación fina. No se inventan nombres oficiales cuando no estén confirmados.

| Estado | Uso en libro |
|---|---|
| Validado | aparece como ficha canónica completa |
| Operativo de mesa | puede usarse como pista, llave, nota o terminal sin nombre oficial |
| Pendiente | se conserva para revisión, no se elimina |

### Uso jugable
Un coleccionable debe indicar al menos: ID COL, tipo, ubicación U, subzona o punto físico, uso, riesgo, recompensa y cruce con misión/facción si aplica.

TOMO 09 — COLECCIONABLES: USO JUGABLE Y PISTAS

1. TIPO DE USO JUGABLE
Cada COL debe clasificarse como minimo en uno de estos usos:
- Bonus: entrega efecto mecanico.
- Pista: abre informacion o ruta.
- Lore: aporta contexto sin efecto directo.
- Mision: requerido para avanzar o cerrar objetivo.
- Llave/Acceso: abre puerta, terminal, caja, ruta o subzona.
- Recompensa: objeto unico, revista, cabezon, holocinta o documento valioso.

2. CUANDO UN COLECCIONABLE NO TIENE NOMBRE OFICIAL VALIDADO
No inventar nombre canonico. Usar:
COL-xxxx — Registro operativo de mesa
Nombre oficial: REQUIERE_VALIDACION
Ubicacion: U-xxxx si existe
Subzona: segun Tomo 06
Uso: pista/lore/mision/llave/recompensa

3. TERMINALES, NOTAS Y HOLOCINTAS EN MISIONES
Si una mision pide un registro, usar Tomo 09 como fuente de ID. Si no existe ficha, crear alias pendiente en vez de usar ID de bestiario, arma o ubicacion.


Criterio aplicado:
- No se elimina ninguna ficha COL previa; este bloque añade una capa operativa para los pendientes detectados en I4.6.
- Tomo 01 y Tomo 10 permanecen intactos y fuera de esta entrega.
- Las entradas de esta sección se derivan del mapa táctico textual del Tomo 06: ubicación U, subzona, terminal/objeto, AP e interacción.
- Cuando el Atlas dice 'holocinta/nota/entrada posible', el nombre es operativo y no canónico; no se inventa un nombre oficial de lore.
- Si más adelante se valida el nombre oficial de una holocinta, nota, llave o terminal, se reemplaza el nombre operativo conservando el ID COL como alias.
- AP significa siempre Puntos de Acción.

### Tabla operativa I4.7
| ID | Tipo operativo | Nombre operativo / estado | Ubicación Tomo 06 | ID U | Subzona exacta | Soporte / interacción | AP recomendado | Estado |
| COL-0421 | Terminal + Holocinta/Nota/Entrada | Registro local de Boston Public Library — Vestibulo / recepcion | Boston Public Library | U-0204 | Vestibulo / recepcion | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0422 | Terminal + Holocinta/Nota/Entrada | Registro local de Boston Public Library — Cuartos u oficinas | Boston Public Library | U-0204 | Cuartos u oficinas | Terminal: Si/posible; Alijo: Posible; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: comida/medicina domestica; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0423 | Terminal + Holocinta/Nota/Entrada | Registro local de Hubris Comics — Vestibulo / recepcion | Hubris Comics | U-0206 | Vestibulo / recepcion | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0424 | Terminal + Holocinta/Nota/Entrada | Registro local de Hubris Comics — Cuartos u oficinas | Hubris Comics | U-0206 | Cuartos u oficinas | Terminal: Si/posible; Alijo: Posible; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: comida/medicina domestica; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0425 | Terminal + Holocinta/Nota/Entrada | Registro local de Vault 114 — Vestibulo o control de acceso | Vault 114 | U-0207 | Vestibulo o control de acceso | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0426 | Terminal + Holocinta/Nota/Entrada | Registro local de Vault 114 — Sala tecnica / generadores | Vault 114 | U-0207 | Sala tecnica / generadores | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0427 | Terminal + Holocinta/Nota/Entrada | Registro local de Vault 114 — Oficinas o sala de seguridad | Vault 114 | U-0207 | Oficinas o sala de seguridad | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0428 | Terminal + Holocinta/Nota/Entrada | Registro local de Trinity Tower — Vestibulo / recepcion | Trinity Tower | U-0208 | Vestibulo / recepcion | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0429 | Terminal + Holocinta/Nota/Entrada | Registro local de Trinity Tower — Cuartos u oficinas | Trinity Tower | U-0208 | Cuartos u oficinas | Terminal: Si/posible; Alijo: Posible; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: comida/medicina domestica; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0430 | Terminal + Holocinta/Nota/Entrada | Registro local de Dartmouth Professional Building — Vestibulo / recepcion | Dartmouth Professional Building | U-0209 | Vestibulo / recepcion | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0431 | Terminal + Holocinta/Nota/Entrada | Registro local de Dartmouth Professional Building — Cuartos u oficinas | Dartmouth Professional Building | U-0209 | Cuartos u oficinas | Terminal: Si/posible; Alijo: Posible; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: comida/medicina domestica; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0432 | Terminal + Holocinta/Nota/Entrada | Registro local de Layton Towers — Vestibulo / recepcion | Layton Towers | U-0210 | Vestibulo / recepcion | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0433 | Terminal + Holocinta/Nota/Entrada | Registro local de Layton Towers — Cuartos u oficinas | Layton Towers | U-0210 | Cuartos u oficinas | Terminal: Si/posible; Alijo: Posible; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: comida/medicina domestica; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0434 | Terminal + Holocinta/Nota/Entrada | Registro local de Vault-Tec Regional HQ — Vestibulo o control de acceso | Vault-Tec Regional HQ | U-0212 | Vestibulo o control de acceso | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0435 | Terminal + Holocinta/Nota/Entrada | Registro local de Vault-Tec Regional HQ — Sala tecnica / generadores | Vault-Tec Regional HQ | U-0212 | Sala tecnica / generadores | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0436 | Terminal + Holocinta/Nota/Entrada | Registro local de Vault-Tec Regional HQ — Oficinas o sala de seguridad | Vault-Tec Regional HQ | U-0212 | Oficinas o sala de seguridad | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0437 | Terminal + Holocinta/Nota/Entrada | Registro local de Boston Bugle building — Vestibulo / recepcion | Boston Bugle building | U-0213 | Vestibulo / recepcion | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0438 | Terminal + Holocinta/Nota/Entrada | Registro local de Boston Bugle building — Cuartos u oficinas | Boston Bugle building | U-0213 | Cuartos u oficinas | Terminal: Si/posible; Alijo: Posible; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: comida/medicina domestica; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0439 | Terminal + Holocinta/Nota/Entrada | Registro local de Cabot House — Vestibulo / recepcion | Cabot House | U-0214 | Vestibulo / recepcion | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0440 | Terminal + Holocinta/Nota/Entrada | Registro local de Cabot House — Cuartos u oficinas | Cabot House | U-0214 | Cuartos u oficinas | Terminal: Si/posible; Alijo: Posible; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: comida/medicina domestica; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0441 | Terminal + Holocinta/Nota/Entrada | Registro local de Pickman Gallery — Vestibulo / recepcion | Pickman Gallery | U-0215 | Vestibulo / recepcion | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0442 | Terminal + Holocinta/Nota/Entrada | Registro local de Pickman Gallery — Cuartos u oficinas | Pickman Gallery | U-0215 | Cuartos u oficinas | Terminal: Si/posible; Alijo: Posible; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: comida/medicina domestica; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0443 | Terminal + Holocinta/Nota/Entrada | Registro local de Old North Church — Vestibulo / recepcion | Old North Church | U-0216 | Vestibulo / recepcion | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0444 | Terminal + Holocinta/Nota/Entrada | Registro local de Old North Church — Cuartos u oficinas | Old North Church | U-0216 | Cuartos u oficinas | Terminal: Si/posible; Alijo: Posible; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: comida/medicina domestica; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0445 | Terminal + Holocinta/Nota/Entrada | Registro local de Massachusetts State House — Vestibulo / recepcion | Massachusetts State House | U-0217 | Vestibulo / recepcion | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0446 | Terminal + Holocinta/Nota/Entrada | Registro local de Massachusetts State House — Cuartos u oficinas | Massachusetts State House | U-0217 | Cuartos u oficinas | Terminal: Si/posible; Alijo: Posible; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: comida/medicina domestica; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0447 | Terminal + Holocinta/Nota/Entrada | Registro local de Park Street station — Vestibulo o control de acceso | Park Street station | U-0221 | Vestibulo o control de acceso | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0448 | Terminal + Holocinta/Nota/Entrada | Registro local de Park Street station — Sala tecnica / generadores | Park Street station | U-0221 | Sala tecnica / generadores | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0449 | Terminal + Holocinta/Nota/Entrada | Registro local de Park Street station — Oficinas o sala de seguridad | Park Street station | U-0221 | Oficinas o sala de seguridad | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0450 | Terminal + Holocinta/Nota/Entrada | Registro local de Mass Fusion building — Recepcion u oficina | Mass Fusion building | U-0223 | Recepcion u oficina | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0451 | Terminal + Holocinta/Nota/Entrada | Registro local de Mass Fusion building — Laboratorio o zona tecnica | Mass Fusion building | U-0223 | Laboratorio o zona tecnica | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0452 | Terminal + Holocinta/Nota/Entrada | Registro local de Haymarket Mall — Vestibulo / recepcion | Haymarket Mall | U-0225 | Vestibulo / recepcion | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0453 | Terminal + Holocinta/Nota/Entrada | Registro local de Haymarket Mall — Cuartos u oficinas | Haymarket Mall | U-0225 | Cuartos u oficinas | Terminal: Si/posible; Alijo: Posible; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: comida/medicina domestica; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0454 | Terminal + Holocinta/Nota/Entrada | Registro local de D.B. Technical High School — Vestibulo / recepcion | D.B. Technical High School | U-0234 | Vestibulo / recepcion | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0455 | Terminal + Holocinta/Nota/Entrada | Registro local de D.B. Technical High School — Cuartos u oficinas | D.B. Technical High School | U-0234 | Cuartos u oficinas | Terminal: Si/posible; Alijo: Posible; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: comida/medicina domestica; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0456 | Terminal + Holocinta/Nota/Entrada | Registro local de Hester's Consumer Robotics — Recepcion u oficina | Hester's Consumer Robotics | U-0235 | Recepcion u oficina | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0457 | Terminal + Holocinta/Nota/Entrada | Registro local de Hester's Consumer Robotics — Laboratorio o zona tecnica | Hester's Consumer Robotics | U-0235 | Laboratorio o zona tecnica | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0458 | Terminal + Holocinta/Nota/Entrada | Registro local de Custom House Tower — Oficina o edificio principal | Custom House Tower | U-0236 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0459 | Terminal + Holocinta/Nota/Entrada | Registro local de The Shamrock Taphouse — Oficina o edificio principal | The Shamrock Taphouse | U-0237 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0460 | Terminal + Holocinta/Nota/Entrada | Registro local de Harbormaster Hotel — Oficina o edificio principal | Harbormaster Hotel | U-0238 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0461 | Terminal + Holocinta/Nota/Entrada | Registro local de Yangtze — Oficina o edificio principal | Yangtze | U-0239 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0462 | Terminal + Holocinta/Nota/Entrada | Registro local de Four Leaf Fishpacking plant — Oficina o edificio principal | Four Leaf Fishpacking plant | U-0240 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0463 | Terminal + Holocinta/Nota/Entrada | Registro local de General Atomics factory — Recepcion u oficina | General Atomics factory | U-0241 | Recepcion u oficina | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0464 | Terminal + Holocinta/Nota/Entrada | Registro local de General Atomics factory — Laboratorio o zona tecnica | General Atomics factory | U-0241 | Laboratorio o zona tecnica | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0465 | Terminal + Holocinta/Nota/Entrada | Registro local de Andrew station — Vestibulo o control de acceso | Andrew station | U-0242 | Vestibulo o control de acceso | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0466 | Terminal + Holocinta/Nota/Entrada | Registro local de Andrew station — Sala tecnica / generadores | Andrew station | U-0242 | Sala tecnica / generadores | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0467 | Terminal + Holocinta/Nota/Entrada | Registro local de Andrew station — Oficinas o sala de seguridad | Andrew station | U-0242 | Oficinas o sala de seguridad | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0468 | Terminal + Holocinta/Nota/Entrada | Registro local de South Boston Police Department — Punto de control exterior | South Boston Police Department | U-0243 | Punto de control exterior | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 0-1 AP para entrar o posicionarse | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0469 | Terminal + Holocinta/Nota/Entrada | Registro local de South Boston Police Department — Sala de mando / comunicaciones | South Boston Police Department | U-0243 | Sala de mando / comunicaciones | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0470 | Terminal + Holocinta/Nota/Entrada | Registro local de South Boston Police Department — Torretas / sensores / terminales | South Boston Police Department | U-0243 | Torretas / sensores / terminales | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
